cho's timing is priceless . ,+
will grab your children by the imagination and amaze them and amuse them . ,+
"although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing . ",+
"contrived as this may sound , mr . rose's updating works surprisingly well . ",+
visually sumptuous but intellectually stultifying . ,-
simone is not a bad film . it just doesn't have anything really interesting to say . ,-
"go for la salle's performance , and make do as best you can with a stuttering script . ",-
the film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic . ,-
"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land . ",+
a solid examination of the male midlife crisis . ,+
"starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion . ",-
"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",+
an unsophisticated sci-fi drama that takes itself all too seriously . ,-
confounding because it solemnly advances a daringly preposterous thesis . acting cannot be acted . ,+
this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines . ,-
"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects . ",+
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",+
has a customarily jovial air but a deficit of flim-flam inventiveness . ,-
a genuinely moving and wisely unsentimental drama . ,+
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs . ,+
"dull , lifeless , and amateurishly assembled . ",-
rifkin's references are . . . impeccable throughout . ,+
there are moments of real pleasure to be found in sara sugarman's whimsical comedy very annie-mary but not enough to sustain the film . ,-
an awkward and indigestible movie . ,-
you'd be hard put to find a movie character more unattractive or odorous [than leon] . ,-
a moving and important film . ,+
"smith is careful not to make fun of these curious owners of architectural oddities . instead , he shows them the respect they are due . ",+
solondz creates some effective moments of discomfort for character and viewer alike . ,+
one lousy movie . ,-
this comic gem is as delightful as it is derivative . ,+
meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia . ,+
"it's the kind of movie you can't quite recommend because it is all windup and not much of a pitch , yet you can't bring yourself to dislike it . ",-
"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it's an adventure story and history lesson all in one . ",+
"at times , however , dogtown and z-boys lapses into an insider's lingo and mindset that the uninitiated may find hard to follow , or care about . ",-
"an absorbing , slice-of-depression life that touches nerves and rings true . ",+
"it looks closely , insightfully at fragile , complex relationships . ",+
the actors are fantastic . they are what makes it worth the trip to the theatre . ,+
"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion . ",-
a little too pat for its own good . ,-
"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . ",+
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny . ",-
"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . ",-
it gets the details of its time frame right but it completely misses its emotions . ,-
"very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both . ",+
"director-chef gabriele muccino keeps it fast -- zippy , comin' at ya -- as if fearing that his film is molto superficiale . ",-
"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster . ",-
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",+
"it's tough to watch , but it's a fantastic movie . ",+
hilarious musical comedy though stymied by accents thick as mud . ,-
"none of this violates the letter of behan's book , but missing is its spirit , its ribald , full-throated humor . ",-
"even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting . ",+
showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro . ,-
"acting , particularly by tambor , almost makes "" never again "" worthwhile , but [writer/director] schaeffer should follow his titular advice",-
"after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music . ",-
"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",+
" . . . will always be remembered for the 9-11 terrorist attacks . after seeing the film , i can tell you that there's no other reason why anyone should bother remembering it . ",-
"impostor can't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . ",-
it's a fun adventure movie for kids ( of all ages ) that like adventure . ,+
"like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again . ",-
"the sentimental script has problems , but the actors pick up the slack . ",+
"the pinochet case is a searing album of remembrance from those who , having survived , suffered most . ",+
"in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . ",+
"a thoroughly enjoyable , heartfelt coming-of-age comedy . ",+
"guaranteed to move anyone who ever shook , rattled , or rolled . ",+
does little more than play an innocuous game of fill-in- the-blanks with a tragic past . ,-
"twohy's a good yarn-spinner , and ultimately the story compels . ",+
"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies ! ",-
"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . ",+
plays like a bad blend of an overripe episode of tv's dawson's creek and a recycled and dumbed-down version of love story . ,-
[it's] a clever thriller with enough unexpected twists to keep our interest . ,+
"a smart , witty follow-up . ",+
"beautifully observed , miraculously unsentimental comedy-drama . ",+
a fanciful drama about napoleon's last years and his surprising discovery of love and humility . ,+
a quiet family drama with a little bit of romance and a dose of darkness . ,+
whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black . ,-
a thriller without thrills and a mystery devoid of urgent questions . ,-
most of the things that made the original men in black such a pleasure are still there . ,+
a fast-moving and remarkable film that appears destined to become a landmark in japanese animation . ,+
"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms . . . is a nonstop hoot . ",+
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",+
"i'm not suggesting that you actually see it , unless you're the kind of person who has seen every wim wenders film of the '70s . ",-
"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way . ",+
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,-
fred schepisi's tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point . ,+
its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story . ,+
" . . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world . ",-
"what the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean . ",-
alternately frustrating and rewarding . ,-
it's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere . ,-
"too stagey , talky -- and long -- for its own good . ",-
"a thoroughly engaging , surprisingly touching british comedy . ",+
"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado . ",+
a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end . ,-
[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie . ,-
travels a fascinating arc from hope and euphoria to reality and disillusionment . ,+
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle . ",-
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility . ",-
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful . ",+
a marvelous performance by allison lohman as an identity-seeking foster child . ,+
"you wouldn't want to live waydowntown , but it is a hilarious place to visit . ",+
"halfway through , however , having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary . ",-
"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music . ",+
admirably ambitious but self-indulgent . ,-
it all adds up to good fun . ,+
"it's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer's face and asks to be seen as hip , winking social commentary . ",-
proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts . ,+
"unfortunately , the picture failed to capture me . i found it slow , drab , and bordering on melodramatic . ",-
together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt . ,+
"to build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved . ",-
 . . . quite good at providing some good old fashioned spooks . ,+
"an admirable , sometimes exceptional film",+
it'll keep you wide awake and . . . very tense . ,+
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever . ,+
everything that was right about blade is wrong in its sequel . ,-
"once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle . ",-
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",+
"by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so . ",+
"not only is undercover brother as funny , if not more so , than both austin powers films , but it's also one of the smarter , savvier spoofs to come along in some time . ",+
"sweetly sexy , funny and touching . ",+
"the movie is brilliant , really . it is philosophy , illustrated through everyday events . ",+
jagger the actor is someone you want to see again . ,+
would that greengrass had gone a tad less for grit and a lot more for intelligibility . ,-
"a pale xerox of other , better crime movies . ",-
"it cannot be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . yes , dull . ",-
os universos de chuck barris e charlie kaufman são complementares . e igualmente fascinantes . ,+
"this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air . ",+
an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation . ,+
just too silly and sophomoric to ensnare its target audience . ,-
"reggio's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad . ",-
"a sly game of cat and mouse that's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances . ",+
"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching . ",-
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age . ,+
"as [the characters] get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound . ",-
"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western . ",+
"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ",-
"[chaiken's] talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",+
"like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all . ",-
"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation . ",+
" . . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags . ",-
"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that's enough to sustain laughs . . . ",-
"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours . ",-
cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . ,+
"a compelling , moving film that respects its audience and its source material . ",+
"will probably stay in the shadow of its two older , more accessible qatsi siblings . ",-
'opening up' the play more has partly closed it down . ,-
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why . ",-
"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it . ",+
"how on earth , or anywhere else , did director ron underwood manage to blow $100 million on this ? ",-
 . . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes . ,-
"earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . ",+
remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . ,+
shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors . . . ,-
more precious than perspicacious,-
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one . ",-
"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'",-
a wild comedy that could only spring from the demented mind of the writer of being john malkovich . ,+
"the master of disguise may have made a great saturday night live sketch , but a great movie it is not . ",-
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,-
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,+
"never quite transcends jokester status . . . and the punchline doesn't live up to barry's dead-eyed , perfectly chilled delivery . ",-
like a less dizzily gorgeous companion to mr . wong's in the mood for love -- very much a hong kong movie despite its mainland setting . ,+
"contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad . ",-
what might've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors . ,-
"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic . ",-
"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant . ",+
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ",-
"quiet , adult and just about more stately than any contemporary movie this year . . . a true study , a film with a questioning heart and mind that isn't afraid to admit it doesn't have all the answers . ",+
"without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange . ",+
"…it wasn't the subject matter that ultimately defeated the film…it was the unfulfilling , incongruous , "" wait a second , did i miss something ? "" ending . ",-
"only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry . ",-
kids should have a stirring time at this beautifully drawn movie . and adults will at least have a dream image of the west to savor whenever the film's lamer instincts are in the saddle . ,+
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",-
"hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast . ",-
an intriguing and entertaining introduction to johnson . ,+
"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film . ",-
"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion . ",+
"the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before . ",+
"would've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film's predictable denouement . then nadia's birthday might not have been such a bad day after all . ",-
"an unencouraging threefold expansion on the former mtv series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . ",-
" "" an entire film about researchers quietly reading dusty old letters . "" ",-
"whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",+
"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip . ",+
an almost unbearably morbid love story . ,+
incoherence reigns . ,-
"notwithstanding my problem with the movie's final half hour , i'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl-",+
"there ought to be a directing license , so that ed burns can have his revoked . ",-
a sensitive and astute first feature by anne-sophie birot . ,+
"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise . ",+
"it's a talking head documentary , but a great one . ",+
maudlin and melodramatic we expected . boring we didn't . ,-
"despite some strong performances , never rises above the level of a telanovela . ",-
"it's not a great monster movie . but if you've paid a matinee price and bought a big tub of popcorn , there's guilty fun to be had here . chomp chomp ! ",+
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year . ,+
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious . ",+
troubling and powerful . ,+
"feels slight , as if it were an extended short , albeit one made by the smartest kids in class . ",-
very stupid and annoying . ,-
warm and exotic . ,+
the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller . ,-
"a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless . ",-
but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks . ,+
"cattaneo should have followed the runaway success of his first film , the full monty , with something different . ",-
"be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook . ",+
"meandering , sub-aquatic mess : it's so bad it's good , but only if you slide in on a freebie . ",-
"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . ",-
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock . ,+
"if you're burnt out on it's a wonderful life marathons and bored with a christmas carol , it might just be the movie you're looking for . it depends on how well flatulence gags fit into your holiday concept . ",+
we haven't seen such hilarity since say it isn't so ! ,-
"ah , the travails of metropolitan life ! alas , another breathless movie about same ! ",-
"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half . ",+
"it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is . ",+
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license . ",-
"it's a gag that's worn a bit thin over the years , though don't ask still finds a few chuckles . ",-
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . ",+
"velocity represents everything wrong with ''independent film'' as a commodified , sold-out concept on the american filmmaking scene . ",-
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",+
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way . ,+
a remarkably insightful look at the backstage angst of the stand-up comic . ,+
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going . ,-
"muccino , who directed from his own screenplay , is a canny crowd pleaser , and the last kiss . . . provides more than enough sentimental catharsis for a satisfying evening at the multiplex . ",+
a standard haunted house tale transplanted to the high seas . ,-
"although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter . ",+
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face . ,-
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious . ,+
too timid to bring a sense of closure to an ugly chapter of the twentieth century . ,-
jaglom . . . put[s] the audience in the privileged position of eavesdropping on his characters,+
compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . ,+
"it's not a film to be taken literally on any level , but its focus always appears questionable . ",-
well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin . ,+
"a finely tuned mood piece , a model of menacing atmosphere . ",+
" . . . bright , intelligent , and humanly funny film . ",+
"bourne , jason bourne . he can scale a building like a super hero , he can out-stealth any agent , he'll get the girl . he's super spy ! ",+
"its premise is smart , but the execution is pretty weary . ",-
"claude chabrol has here a thriller without thrills , but that's okay . ",+
"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare . ",+
ya-yas everywhere will forgive the flaws and love the film . ,+
"fine acting but there is no sense of connecting the dots , just dots . ",+
"andersson creates a world that's at once surreal and disturbingly familiar ; absurd , yet tremendously sad . ",+
"if you're over 25 , have an iq over 90 , and have a driver's license , you should be able to find better entertainment . ",-
neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . ,+
video games are more involving than this mess . ,-
a clichéd and shallow cautionary tale about the hard-partying lives of gay men . ,-
"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow . ",+
"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way . ",+
"martin scorsese cria um espetáculo visual que não possui alma - um filme esteticamente belo , mas emocionalmente frio . ",-
"it's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen . ",+
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining . ",+
nothing more substantial than a fitfully clever doodle . ,-
"[evans is] a fascinating character , and deserves a better vehicle than this facetious smirk of a movie . ",-
you don't have to know about music to appreciate the film's easygoing blend of comedy and romance . ,+
"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago . ",+
"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up . ",+
you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter . ,+
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,+
only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm . ,-
"generic slasher-movie nonsense , but it's not without style . ",-
"an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort . ",+
"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart . ",+
marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . ,-
"whether this is art imitating life or life imitating art , it's an unhappy situation all around . ",-
"even when it drags , we are forced to reflect that its visual imagination is breathtaking",+
"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible . suffice to say its total promise is left slightly unfulfilled . ",-
it's pretentious in a way that verges on the amateurish . ,-
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",-
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words don't really do the era justice . you have to see it . ",+
"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue . ",-
"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s . ",+
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting . ",+
a collage of clichés and a dim echo of allusions to other films . ,-
abysmally pathetic,-
not exactly the bees knees,-
"crossroads feels like a teenybopper ed wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama . ",-
elling builds gradually until you feel fully embraced by this gentle comedy . ,+
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",+
"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy . ",-
"far from perfect , but its heart is in the right place . . . innocent and well-meaning . ",+
some people want the ol' ball-and-chain and then there are those who just want the ball and chain . ,+
one of the worst films of 2002 . ,-
"passion , lip-synching , tragedy , and lots of really really high notes . for me , this opera isn't a favorite , so it's a long time before the fat lady sings . ",-
"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers . ",+
it's just hard to believe that a life like this can sound so dull . ,-
despite some gulps the film is a fuzzy huggy . ,-
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake . ,+
"funny , sexy , devastating and incurably romantic . ",+
anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time . ,-
what really surprises about wisegirls is its low-key quality and genuine tenderness . ,+
intelligent and moving . ,+
"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned . ",-
feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series . ,-
"the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries . ",-
"giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes . ",+
"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",+
isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that . ,-
"a better title , for all concerned , might be swept under the rug . ",-
bullock does a good job here of working against her natural likability . ,+
some remarkable achival film about how shanghai ( of all places ) served jews who escaped the holocaust . ,+
"haneke's script ( from elfriede jelinek's novel ) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending . ",-
"more intimate than spectacular , e . t . is carried less by wow factors than by its funny , moving yarn that holds up well after two decades . ",+
"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it . ",+
"the emperor's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality . ",+
[reaches] wholly believable and heart-wrenching depths of despair . ,+
serious and thoughtful . ,+
the script becomes lifeless and falls apart like a cheap lawn chair . ,-
"like its predecessor , it's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate . ",+
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya . ",+
it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it . ,+
"it's dumb , but more importantly , it's just not scary . ",-
"like a medium-grade network sitcom--mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen . ",-
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent . ",-
you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,-
friday after next has the same problem that next friday did -- it's called where's chris tucker when you need him ? ,-
"the film has [its] moments , but they are few and far between . ",-
almost peerlessly unsettling . ,+
remember when bond had more glamour than clamor ? no more . ,-
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",-
a bit of an unwieldy mess . ,-
"you'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you'll laugh . ",+
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he'd have them mate . ",-
"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience . ",+
it's kind of sad that so many people put so much time and energy into this turkey . ,-
"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . ",+
lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis . ,-
a chilling movie without oppressive gore . ,+
the scorpion king is more fun than conan the barbarian . ,+
a certain sexiness underlines even the dullest tangents . ,+
"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups . ",-
"an extremely funny , ultimately heartbreaking look at life in contemporary china . ",+
"gives us a lot to chew on , but not all of it has been properly digested . ",+
"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking . ",-
brave and sweetly rendered love story . ,+
"unspeakable , of course , barely begins to describe the plot and its complications . vulgar is too optimistic a title . ",-
"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence . ",-
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship . ",+
"one of recent memory's most thoughtful films about art , ethics , and the cost of moral compromise . ",+
"the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted . ",-
"terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . ",+
a film without surprise geared toward maximum comfort and familiarity . ,-
"davis is funny , charming and quirky in her feature film acting debut as amy . ",+
rice never clearly defines his characters or gives us a reason to care about them . ,-
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut . ",-
a cautionary tale about the folly of superficiality that is itself endlessly superficial . ,-
no amount of good acting is enough to save oleander's uninspired story . ,-
"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",-
"it's . . . worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts . ",+
